C:/Projetos/mestrado/release/20090416/1-operadoras//brtelecom/jun01/interface/jun01.ge-0_0_3.xml-scale300.data_4,C:/Projetos/mestrado/release/20090416/1-operadoras//brtelecom/jun01/interface/jun01.ge-0_0_3.xml-scale300.data_5,C:/Projetos/mestrado/release/20090416/1-operadoras//brtelecom/jun01/interface/jun01.ge-0_0_3.xml-scale300.data_10,C:/Projetos/mestrado/release/20090416/1-operadoras//brtelecom/jun01/interface/jun01.ge-0_0_3.xml-scale300.data_11,C:/Projetos/mestrado/release/20090416/1-operadoras//brtelecom/jun01/interface/jun01.ge-0_0_3.xml-scale300.data_13,C:/Projetos/mestrado/release/20090416/1-operadoras//brtelecom/jun01/interface/jun01.ge-0_0_3.xml-scale300.data_16,C:/Projetos/mestrado/release/20090416/1-operadoras//brtelecom/jun01/interface/jun01.ge-0_0_3.xml-scale300.data_20,C:/Projetos/mestrado/release/20090416/1-operadoras//brtelecom/jun02/interface/jun02.ge-0_0_3.xml-scale300.data_4,C:/Projetos/mestrado/release/20090416/1-operadoras//brtelecom/jun02/interface/jun02.ge-0_0_3.xml-scale300.data_5,C:/Projetos/mestrado/release/20090416/1-operadoras//brtelecom/jun02/interface/jun02.ge-0_0_3.xml-scale300.data_10,C:/Projetos/mestrado/release/20090416/1-operadoras//brtelecom/jun02/interface/jun02.ge-0_0_3.xml-scale300.data_11,C:/Projetos/mestrado/release/20090416/1-operadoras//brtelecom/jun02/interface/jun02.ge-0_0_3.xml-scale300.data_13,C:/Projetos/mestrado/release/20090416/1-operadoras//brtelecom/jun02/interface/jun02.ge-0_0_3.xml-scale300.data_16,C:/Projetos/mestrado/release/20090416/1-operadoras//brtelecom/jun02/interface/jun02.ge-0_0_3.xml-scale300.data_20,C:/Projetos/mestrado/release/20090416/1-operadoras//telefonica/jun01/interface/jun01.ge-0_0_1.xml-scale300.data_4,C:/Projetos/mestrado/release/20090416/1-operadoras//telefonica/jun01/interface/jun01.ge-0_0_1.xml-scale300.data_5,C:/Projetos/mestrado/release/20090416/1-operadoras//telefonica/jun01/interface/jun01.ge-0_0_1.xml-scale300.data_10,C:/Projetos/mestrado/release/20090416/1-operadoras//telefonica/jun01/interface/jun01.ge-0_0_1.xml-scale300.data_11,C:/Projetos/mestrado/release/20090416/1-operadoras//telefonica/jun01/interface/jun01.ge-0_0_1.xml-scale300.data_13,C:/Projetos/mestrado/release/20090416/1-operadoras//telefonica/jun01/interface/jun01.ge-0_0_1.xml-scale300.data_15,C:/Projetos/mestrado/release/20090416/1-operadoras//telefonica/jun01/interface/jun01.ge-0_0_1.xml-scale300.data_16,C:/Projetos/mestrado/release/20090416/1-operadoras//telefonica/jun01/interface/jun01.ge-0_0_1.xml-scale300.data_20,C:/Projetos/mestrado/release/20090416/1-operadoras//telefonica/jun02/interface/jun02.ge-0_0_1.xml-scale300.data_4,C:/Projetos/mestrado/release/20090416/1-operadoras//telefonica/jun02/interface/jun02.ge-0_0_1.xml-scale300.data_5,C:/Projetos/mestrado/release/20090416/1-operadoras//telefonica/jun02/interface/jun02.ge-0_0_1.xml-scale300.data_10,C:/Projetos/mestrado/release/20090416/1-operadoras//telefonica/jun02/interface/jun02.ge-0_0_1.xml-scale300.data_11,C:/Projetos/mestrado/release/20090416/1-operadoras//telefonica/jun02/interface/jun02.ge-0_0_1.xml-scale300.data_13,C:/Projetos/mestrado/release/20090416/1-operadoras//telefonica/jun02/interface/jun02.ge-0_0_1.xml-scale300.data_15,C:/Projetos/mestrado/release/20090416/1-operadoras//telefonica/jun02/interface/jun02.ge-0_0_1.xml-scale300.data_16,C:/Projetos/mestrado/release/20090416/1-operadoras//telefonica/jun02/interface/jun02.ge-0_0_1.xml-scale300.data_20,C:/Projetos/mestrado/release/20090416/1-operadoras//telemar/jun01/interface/jun01.ge-0_1_3.xml-scale300.data_3,C:/Projetos/mestrado/release/20090416/1-operadoras//telemar/jun01/interface/jun01.ge-0_1_3.xml-scale300.data_4,C:/Projetos/mestrado/release/20090416/1-operadoras//telemar/jun01/interface/jun01.ge-0_1_3.xml-scale300.data_5,C:/Projetos/mestrado/release/20090416/1-operadoras//telemar/jun01/interface/jun01.ge-0_1_3.xml-scale300.data_6,C:/Projetos/mestrado/release/20090416/1-operadoras//telemar/jun01/interface/jun01.ge-0_1_3.xml-scale300.data_10,C:/Projetos/mestrado/release/20090416/1-operadoras//telemar/jun01/interface/jun01.ge-0_1_3.xml-scale300.data_11,C:/Projetos/mestrado/release/20090416/1-operadoras//telemar/jun01/interface/jun01.ge-0_1_3.xml-scale300.data_13,C:/Projetos/mestrado/release/20090416/1-operadoras//telemar/jun01/interface/jun01.ge-0_1_3.xml-scale300.data_15,C:/Projetos/mestrado/release/20090416/1-operadoras//telemar/jun01/interface/jun01.ge-0_1_3.xml-scale300.data_16,C:/Projetos/mestrado/release/20090416/1-operadoras//telemar/jun01/interface/jun01.ge-0_1_3.xml-scale300.data_20,C:/Projetos/mestrado/release/20090416/1-operadoras//telemar/jun02/interface/jun02.ge-0_1_1.xml-scale300.data_3,C:/Projetos/mestrado/release/20090416/1-operadoras//telemar/jun02/interface/jun02.ge-0_1_1.xml-scale300.data_4,C:/Projetos/mestrado/release/20090416/1-operadoras//telemar/jun02/interface/jun02.ge-0_1_1.xml-scale300.data_5,C:/Projetos/mestrado/release/20090416/1-operadoras//telemar/jun02/interface/jun02.ge-0_1_1.xml-scale300.data_6,C:/Projetos/mestrado/release/20090416/1-operadoras//telemar/jun02/interface/jun02.ge-0_1_1.xml-scale300.data_10,C:/Projetos/mestrado/release/20090416/1-operadoras//telemar/jun02/interface/jun02.ge-0_1_1.xml-scale300.data_11,C:/Projetos/mestrado/release/20090416/1-operadoras//telemar/jun02/interface/jun02.ge-0_1_1.xml-scale300.data_13,C:/Projetos/mestrado/release/20090416/1-operadoras//telemar/jun02/interface/jun02.ge-0_1_1.xml-scale300.data_15,C:/Projetos/mestrado/release/20090416/1-operadoras//telemar/jun02/interface/jun02.ge-0_1_1.xml-scale300.data_16,C:/Projetos/mestrado/release/20090416/1-operadoras//telemar/jun02/interface/jun02.ge-0_1_1.xml-scale300.data_20,C:/Projetos/mestrado/release/20090416/1-operadoras//telemar/jun02/interface/jun02.ge-0_1_3.xml-scale300.data_3,C:/Projetos/mestrado/release/20090416/1-operadoras//telemar/jun02/interface/jun02.ge-0_1_3.xml-scale300.data_4,C:/Projetos/mestrado/release/20090416/1-operadoras//telemar/jun02/interface/jun02.ge-0_1_3.xml-scale300.data_5,C:/Projetos/mestrado/release/20090416/1-operadoras//telemar/jun02/interface/jun02.ge-0_1_3.xml-scale300.data_6,C:/Projetos/mestrado/release/20090416/1-operadoras//telemar/jun02/interface/jun02.ge-0_1_3.xml-scale300.data_10,C:/Projetos/mestrado/release/20090416/1-operadoras//telemar/jun02/interface/jun02.ge-0_1_3.xml-scale300.data_11,C:/Projetos/mestrado/release/20090416/1-operadoras//telemar/jun02/interface/jun02.ge-0_1_3.xml-scale300.data_13,C:/Projetos/mestrado/release/20090416/1-operadoras//telemar/jun02/interface/jun02.ge-0_1_3.xml-scale300.data_15,C:/Projetos/mestrado/release/20090416/1-operadoras//telemar/jun02/interface/jun02.ge-0_1_3.xml-scale300.data_16,C:/Projetos/mestrado/release/20090416/1-operadoras//telemar/jun02/interface/jun02.ge-0_1_3.xml-scale300.data_20
12963052.17,113937.1044,68952587.71,65608.32369,0.513285907,0.001017635,0.513285907,1450464.123,9204.940743,71970267.6,68397.30423,0.604669216,0.001356247,0.604669216,8349111.466,74739.90464,54336111.14,50433.3199,2.647178902,0.001344444,0,2.647178902,7039.858131,53.91929927,52474846.61,49444.30781,0.497980108,0,0.001360526,0.497980108,1,2384406.186,15911.98444,0.161095315,43999596.58,40672.82113,0.212861549,0,0.001012979,0.212861549,1,13198344.88,103281.0206,0.018113284,65545411.34,61700.88726,0.90287108,0,0.001352166,0.90287108,1,13293531.05,104559.7617,0.018243771,63875073.03,60663.26405,0.881521969,0,7.10E-05,0.881521969
13670344.19,118498.3328,68903940.71,66804.34869,0.525848988,0.003106452,0.525848988,1429766.278,9233.927833,72593509.18,69522.11886,0.552628737,0.000620839,0.552628737,8796480.096,78644.00217,56944738.86,52981.98944,1.621631891,0.000271843,0,1.621631891,11131.20939,55.57562288,52127158.02,49665.70514,0.685383329,0,0.000612281,0.685383329,1,2378506.312,16109.07998,0.158447969,44372733.4,41568.90489,0.209047485,0,0.000294397,0.209047485,1,13385497.78,104497.5917,0.016420233,66834656.11,63208.18643,0.979519784,0,0.000629001,0.979519784,1,13521144.23,106436.2827,0.016486096,64025469.04,61343.70428,0.905489108,0,0,0.905489108
13984058.52,123118.8821,71482360.36,69503.89899,0.642074418,0.00050731,0.642074418,1407194.185,9285.339897,73934792.08,71585.42129,0.445288941,0,0.445288941,8892125.104,78669.03963,57004346.49,53732.1178,3.749344694,0,0,3.749344694,19893.12956,55.64466524,53535092.84,51191.75477,0.778991884,0.002356081,0,0.778991884,1,2425200.654,16048.47878,0.161431536,45009924.81,42286.07591,0.243724974,0,0,0.243724974,1,13712447.6,106661.3511,0.019096991,66961061.13,63714.75374,0.993199781,0,0.002334479,0.993199781,1,13815340.16,107576.6216,0.019105715,64949397.01,62432.57161,1.056061532,0,0.002332155,1.056061532
14922294.72,127786.1939,72872226.76,71593.49994,0.688978906,0,0.688978906,1502011.985,9173.823776,73154669.77,71874.72533,0.461020841,0,0.461020841,9409149.081,83348.18279,58407328.42,55802.11431,3.24664892,0,0,3.24664892,12968.07068,54.90584821,54710883.49,52730.49994,0.751500898,0.000977252,0,0.751500898,1,2258058.556,15888.16825,0.159686244,44399545.8,42386.80537,0.14035775,0,0,0.14035775,1,14058328.11,109063.0731,0.018562755,68259474.54,65520.8985,0.930400583,0,0.000998854,0.930400583,1,14158577.08,110425.5579,0.01854351,65403075.44,63731.43535,0.755060661,0,0.001001178,0.755060661
14142010.02,124033.4537,70292959.78,70028.51443,0.553566492,0,0.553566492,1410207.389,9083.239541,71500283.43,71136.99846,0.569959592,0.001961879,0.569959592,9082211.31,81417.41961,55608829.08,53291.25448,2.663405186,0.002764976,0,2.663405186,7605.24869,53.59838076,53431038.85,52142.98063,0.708669464,0,0,0.708669464,1,2506647.494,15925.76838,0.161693051,44523805.15,42264.35606,0.41805577,0,0.002733988,0.41805577,1,14029417.59,108988.6967,0.019093327,66889085.68,64625.8566,0.716124291,0,0,0.716124291,1,14005886.24,108919.8971,0.019046048,64132022.78,63011.70791,0.70590649,0,0,0.70590649
14308205.51,124391.1108,69953404.68,70065.43905,0.708598087,0.002855704,0.708598087,1251595.36,8985.617475,69337284.49,70004.46869,0.581965144,0.001371454,0.581965144,9043355.605,80706.08627,53872735.98,52713.30153,3.122202389,0.000568357,0,3.122202389,7135.139815,59.5869762,53865959.08,52431.40043,0.760493981,0,0,0.760493981,1,2286656.155,15523.2899,0.162815766,43311997.49,41543.31311,0.1720846,0,0.000599346,0.1720846,1,13745683.2,107141.5507,0.016752273,63882473.48,62620.63398,0.621927243,0,0.002103807,0.621927243,1,13718203.13,106617.4421,0.016810794,62719446.75,61831.6613,0.664002132,0,0,0.664002132
14517604.01,119070.5914,69460090.05,67310.49747,0.702713954,0.00047763,0.702713954,1187268.305,8777.109472,68203995.05,66451.49265,0.956299983,0,0.956299983,9663133.628,80396.04386,54693349.94,51948.44476,3.460050116,0,0,3.460050116,7506.349014,51.15911858,55837493.87,52737.92525,0.646119023,0,0.002447118,0.646119023,1,2172496.68,15369.79944,0.160822196,43190357.7,41212.19547,0.070447426,0,0,0.070447426,1,14226855.9,104657.9319,0.017072798,63028614.64,61046.85408,0.646785209,0,0.001229526,0.646785209,1,14274841.64,105501.1559,0.017100542,62380574.91,60400.99276,0.632985523,0,0,0.632985523
12831916,103517.9667,64672876.57,59416.59969,0.769714645,0,0.769714645,1199566.849,8924.936118,64036453.01,58694.01454,1.007538179,0.002243457,1.007538179,8589869.117,71019.02536,52905662.6,47439.10819,1.914849307,0,0,1.914849307,19565.01741,55.51249518,52876263.47,47459.90351,0.605330465,0,0.000886215,0.605330465,1,2200174.054,15495.62905,0.160187042,40489904.24,37068.13792,0.162942546,0,0,0.162942546,1,13142076.66,93438.7914,0.017902224,60502010.89,55854.35403,0.943907371,0,0,0.943907371,1,13340668.61,95698.5149,0.017859114,58705882.47,54337.99259,0.69231191,0,0.00222549,0.69231191
11408560.31,89164.43283,57096164.07,51812.48567,0.467163474,0,0.467163474,1226319.134,9010.035219,57365744.63,52116.91391,0.619686703,0.001089876,0.619686703,7533787.083,60676.84053,45056308.76,40531.36226,0.535027477,0,0.002920418,0.535027477,28959.29021,63.43284822,47640168.39,42403.55388,0.550227027,0,0,0.550227027,1,2254382.49,15606.71584,0.164843374,36637831.8,33318.4151,0.176103945,0,0,0.176103945,1,12038919.35,83687.5183,0.021009653,53812463.79,49497.19636,0.804070815,0,0,0.804070815,1,12238791.05,85631.75813,0.021031674,53510917.08,48896.70487,0.559659125,0,0.001107843,0.559659125
10630738.72,81878.81507,51833900.64,47422.23553,0.539100316,0.002731049,0.539100316,1235858.42,8875.005808,52629482.4,47879.13752,0.515037483,0,0.515037483,7013743.769,55343.57529,44174777.1,39417.1881,0.221205226,0,0.000412916,0.221205226,28244.08537,68.53538585,43567835.19,38992.66778,0.706239447,0,0.002084853,0.706239447,1,2223440.953,15178.03248,0.158297501,34752741.8,31621.77844,0.121819241,0,0.002697999,0.121819241,1,11297089.95,76947.72819,0.01797758,48761063.52,44754.92405,0.642128402,0,0,0.642128402,1,12276130.53,78629.95616,0.017952341,48007160.63,44411.33952,0.433820095,0,0,0.433820095
10272798.82,79612.84589,50949074.39,46654.94731,0.434363131,0.000602285,0.434363131,1214398.937,8809.503834,51721422.67,47205.35542,0.530743593,0,0.530743593,6840853.787,54772.55177,42550878.57,37856.59311,0.130542268,0,0,0.130542268,25509.98313,63.56282124,42191358.9,37976.32138,0.561346196,0,0.00124848,0.561346196,1,2177827.447,14789.07001,0.161265437,33491925.95,31305.85461,0.127694788,0,0.000635335,0.127694788,1,10933279.23,75162.6604,0.017261569,46965061.87,43405.57693,0.612168638,0,0.001927811,0.612168638,1,13633809.99,77367.54817,0.01722983,46587755.21,43145.49827,0.402691198,0,0.001913357,0.402691198
